SN,TRAFFIC_ITEM_ID,TRAFFIC_ITEM_TYPE_DESC,CRITICALITY_DESCRIPTION,GEOLOC_ORIGIN_LATITUDE,GEOLOC_ORIGIN_LONGITUDE,GEOLOC_TO_LATITUDE,GEOLOC_TO_LONGITUDE
618,2567952039808316572,CONGESTION,minor,32.70039,-97.06287,32.69715,-97.06283
619,3278839221909786063,CONSTRUCTION,minor,29.08179,-96.42126,29.06901,-96.41432
620,3491178169477554298,CONSTRUCTION,minor,35.46019,-97.61492,35.46047,-97.64997
621,1252181347790257702,CONSTRUCTION,minor,28.60013,-96.63709,28.59309,-96.63132
622,2202023884300969966,CONSTRUCTION,critical,31.92344,-92.63532,31.92414,-92.63533
623,1193814621606417316,CONGESTION,minor,34.85299,-97.32368,34.85514,-97.325
624,3291044282340312667,CONSTRUCTION,minor,28.4535,-99.77955,28.20225,-99.61425
625,3290264253859856310,CONSTRUCTION,minor,28.82254,-96.95026,28.85211,-96.89009
626,3309055490472269575,CONSTRUCTION,minor,32.49904,-93.69205,32.51252,-93.71319
627,3648740358811024791,CONSTRUCTION,minor,33.48389,-95.94346,33.49023,-96.05096
628,1865605318419290126,CONSTRUCTION,major,33.665,-96.61124,33.5967,-96.60612
629,2346499553199758478,ROAD_CLOSURE,critical,31.57702,-97.1132,31.57613,-97.11264
630,4260425174313455333,ROAD_CLOSURE,critical,32.8288,-97.21829,32.82919,-97.21935
631,1660007955551854468,CONSTRUCTION,minor,33.46058,-94.1711,33.47013,-94.04331
632,921712942121943108,CONSTRUCTION,minor,28.79203,-98.13962,28.83769,-98.18401
633,1244012504537254773,CONSTRUCTION,minor,31.86069,-94.9851,31.80937,-95.12712
634,757638253334768033,ROAD_CLOSURE,critical,32.82435,-96.9195,32.82645,-96.91817
635,3354942512221929906,CONGESTION,minor,30.04171,-95.60785,30.04362,-95.60941
636,661965450303897012,CONSTRUCTION,minor,28.98367,-95.93881,28.99703,-95.91639
637,2321313594318926637,CONGESTION,minor,31.09454,-97.37517,31.0941,-97.37672
638,1660658983314166774,CONSTRUCTION,minor,32.5114,-92.19194,32.51078,-92.19194
639,2510977842274147471,CONSTRUCTION,critical,35.69615,-97.42515,35.68164,-97.42505
640,1965230141276022612,CONSTRUCTION,critical,35.50767,-97.38864,35.53669,-97.38867
641,3477012511962770809,CONSTRUCTION,minor,32.70916,-97.12822,32.70923,-97.13603
642,996288009755281627,CONSTRUCTION,minor,31.03947,-94.40337,31.23946,-94.55272
643,3333468182406015043,CONSTRUCTION,minor,28.73484,-97.65032,28.71654,-97.54088
644,564004455117276197,ROAD_CLOSURE,critical,31.55072,-97.12081,31.55033,-97.12227
645,2455990111968935098,CONSTRUCTION,minor,30.32172,-97.70635,30.35792,-97.68749
646,2624123971335776547,CONSTRUCTION,minor,32.49182,-98.51847,32.49411,-98.51792
647,2219070891680833672,CONSTRUCTION,minor,29.86731,-96.54669,29.89407,-96.48966
648,1411100789496330459,ROAD_CLOSURE,critical,29.90394,-95.60365,29.87135,-95.55073
649,3289513280953096006,CONSTRUCTION,minor,33.40031,-96.58026,33.80221,-96.53707
650,2346218454186192939,CONGESTION,minor,32.99609,-97.20224,32.99719,-97.20636
651,4454691583732018708,CONGESTION,minor,33.20334,-97.14994,33.20377,-97.1508
652,3230529132493719806,CONSTRUCTION,minor,33.36411,-94.59663,33.47703,-94.63343
653,3429809894377077592,CONSTRUCTION,minor,32.13286,-96.232974,32.21328,-96.36734
654,2391941124321509364,ROAD_CLOSURE,critical,32.84419,-96.78167,32.84419,-96.782
655,4220502844207075674,CONSTRUCTION,minor,32.77417,-97.60077,32.74436,-97.60014
656,2748141787917303122,ROAD_CLOSURE,critical,34.318212,-92.642061,34.31408,-92.64491
657,1338735104504559099,CONGESTION,minor,29.76751,-95.15024,29.76691,-95.14971
658,2640184477472770885,CONSTRUCTION,critical,33.05332,-96.75071,33.04329,-96.75334
659,669227276352582499,CONSTRUCTION,minor,36.02375,-96.094,36.07639,-96.05146
660,1299389567805530263,MISCELLANEOUS,critical,32.32715,-93.52424,32.32895,-93.52315
661,190878665353849130,CONGESTION,minor,29.51868,-98.69297,29.51732,-98.69366
662,512638077477595806,CONSTRUCTION,minor,31.65639,-97.4628,31.91547,-97.66537
663,1922748916621239259,ROAD_CLOSURE,critical,31.79059,-93.55504,31.81507,-93.53782
664,701539848481217505,CONSTRUCTION,minor,31.7921,-96.49256,31.73753,-96.22669
665,1420676987984260135,ROAD_CLOSURE,critical,28.64415,-99.1791,28.64533,-99.1792
666,4409868012788471757,CONGESTION,minor,32.89126,-96.7695,32.88543,-96.77022
667,1228174030173688431,CONSTRUCTION,minor,33.23589,-94.35098,33.27325,-94.35143
668,2166540811906495359,CONSTRUCTION,minor,28.44861,-99.24124,28.42869,-99.25118
669,2816872885788877146,CONGESTION,minor,32.90238,-96.81206,32.89691,-96.81012
670,1155005771014055489,CONSTRUCTION,minor,35.41914,-97.58333,35.42332,-97.61419
671,2753900933501964356,CONSTRUCTION,critical,32.89741,-97.04161,32.897153,-97.041799
672,4238120253711897154,ROAD_CLOSURE,critical,32.75792,-96.8084,32.75876,-96.8084
673,2160309917093912351,CONSTRUCTION,minor,32.39329,-99.7424,32.39355,-99.7424
674,3928412842280230937,CONGESTION,minor,32.86794,-97.3156,32.87699,-97.31701
675,858065118381153019,CONSTRUCTION,minor,33.81638,-97.93148,33.78301,-97.73749
676,245172910242070297,CONSTRUCTION,minor,35.3917,-97.72457,35.39165,-97.70687
677,2545719161336714399,DISABLED_VEHICLE,critical,33.21516,-97.16883,33.21516,-97.16883
678,2675596093407853511,CONSTRUCTION,minor,32.79845,-98.02454,32.80004,-98.02021
679,2639902040127492702,CONSTRUCTION,minor,29.90665,-96.87741,29.90649,-96.8773
680,3600681463541426829,ACCIDENT,minor,35.43929,-97.56555,35.43929,-97.56555
681,156505734934742725,CONSTRUCTION,minor,33.03598,-100.39657,33.03457,-100.3994
682,1096840692904119830,OTHER NEWS,minor,29.58958,-98.60906,29.58962,-98.60657
683,2536920618038775787,CONGESTION,minor,29.78512,-95.64248,29.78511,-95.64299
684,1177613612906900555,CONSTRUCTION,minor,28.95415,-97.90788,28.95429,-97.82442
685,604858761007693736,CONGESTION,minor,29.73026,-95.37187,29.73337,-95.37057
686,4213473766819025546,ACCIDENT,minor,35.43524,-97.53684,35.43524,-97.53684
687,2490135613494462037,ROAD_CLOSURE,critical,32.980102,-97.262504,32.978961,-97.262331
688,3251269639750907642,CONGESTION,minor,33.03414,-96.82949,33.02658,-96.82965
689,316429665947579636,ROAD_CLOSURE,critical,30.16536,-95.20849,30.15538,-95.21143
690,600112076177599102,ROAD_CLOSURE,critical,29.49805,-98.19594,29.49721,-98.19503
691,3412944882603263579,CONSTRUCTION,minor,28.80167,-97.38754,28.88406,-97.47358
692,3934624340964399468,CONGESTION,minor,32.75964,-97.02034,32.75965,-97.02482
693,3761043774031615060,CONSTRUCTION,minor,32.79424,-97.21214,32.80028,-97.21198
694,4394430066452493999,CONGESTION,minor,32.75995,-97.09902,32.75994,-97.10154
695,3728536058262347893,CONSTRUCTION,minor,33.21934,-96.84447,33.22003,-96.91425
696,15768890165435407,CONGESTION,minor,29.70863,-95.77549,29.7097,-95.77512
697,2279715638690676833,ROAD_CLOSURE,critical,32.74698,-97.49311,32.74742,-97.49281
698,4266155418578229638,CONSTRUCTION,critical,32.798207,-96.809646,32.79712,-96.80834
699,3673093040215531219,CONSTRUCTION,minor,30.24658,-92.84793,30.25097,-92.82167
700,2445738020313689524,CONSTRUCTION,minor,35.43745,-97.41238,35.45306,-97.43776
701,1494943497558774904,CONSTRUCTION,critical,32.76516,-96.77708,32.76285,-96.77772
702,3590719739703143672,CONSTRUCTION,minor,35.21833,-97.43647,35.21898,-97.43682
703,2150903715990674819,CONSTRUCTION,minor,30.24705,-94.60779,30.24665,-94.60782
704,258872376015602170,CONSTRUCTION,minor,29.90151,-100.01061,29.90002,-100.01314
705,3635021669120306691,CONGESTION,minor,32.9747,-97.16071,32.97851,-97.16404
706,3149323261335621089,CONSTRUCTION,minor,31.49018,-95.48147,31.52186,-95.59075
707,1541655782289542395,CONGESTION,minor,32.94223,-97.31251,32.9455,-97.31143
708,2856529327905325635,CONSTRUCTION,minor,32.640567,-100.370763,32.751157,-100.226217
709,3397624084281069042,CONSTRUCTION,minor,32.70905,-97.13599,32.70898,-97.12815
710,3228256300215825103,CONSTRUCTION,minor,32.40206,-93.79566,32.40205,-93.79405
711,1879283704169999749,CONSTRUCTION,minor,29.659256,-98.087667,29.589048,-98.037819
712,4191686318291646387,CONSTRUCTION,minor,32.54224,-92.87561,32.54231,-92.87561
713,3318161529597814593,CONGESTION,minor,30.20435,-97.7591,30.20957,-97.75536
714,4509870981013668230,CONGESTION,minor,32.76933,-96.77743,32.77481,-96.77853
715,3147418884741970233,CONSTRUCTION,minor,29.77731,-95.92072,29.77129,-96.03587
716,2081565294988342625,LANE_RESTRICTION,major,29.9663,-98.43306,29.96959,-98.47608
717,3541231343488846257,ROAD_CLOSURE,critical,33.116373,-96.822296,33.116405,-96.822362
718,4029545078565140863,CONSTRUCTION,minor,32.39355,-99.7424,32.3933,-99.7424
719,3676806368537960987,ROAD_CLOSURE,critical,31.31217,-97.47698,31.31641,-97.47052
720,1445116617753870382,CONSTRUCTION,minor,33.0002,-97.86231,32.78209,-97.81334
721,4538822966148027884,CONSTRUCTION,critical,32.49893,-92.12172,32.49911,-92.12144
722,3634226833567516852,CONGESTION,minor,33.47676,-94.27071,33.4754,-94.28399
723,766333420329908365,CONSTRUCTION,minor,30.65069,-97.01206,30.66745,-96.97235
724,1481135870040304917,PLANNED EVENT,critical,35.46943,-97.52127,35.46956,-97.52438
725,3997862682454635014,CONSTRUCTION,minor,35.39165,-97.70687,35.3917,-97.72457
726,4478859142641618948,CONSTRUCTION,minor,28.3688,-99.64085,28.26172,-99.80924
727,949071617489747923,CONSTRUCTION,minor,31.85724,-94.32471,31.91247,-94.36151
728,4309639670651869772,PLANNED EVENT,critical,35.4678,-97.5242,35.46951,-97.52419
729,3830167997913969401,ROAD_CLOSURE,critical,28.65931,-98.75539,28.65905,-98.77826
730,2606266092861161801,ROAD_CLOSURE,critical,33.208406,-96.819891,33.208454,-96.820633
731,611235350262640503,CONSTRUCTION,critical,31.61162,-93.07659,31.61094,-93.07176
732,3671000085807304126,CONGESTION,minor,29.61828,-95.18881,29.61287,-95.19683
733,2971565853344802116,CONSTRUCTION,minor,31.564,-92.96318,31.53507,-92.94547
734,2678569560045979978,CONSTRUCTION,minor,29.72832,-98.07914,29.69285,-98.10784
735,4529649920234552769,CONSTRUCTION,minor,33.00726,-100.18049,33.00867,-100.18118
736,3543129206020377904,ROAD_CLOSURE,critical,29.74612,-98.05701,29.74508,-98.0568
737,1298598459569153751,CONSTRUCTION,minor,30.34049,-97.6994,30.31356,-97.70835
738,1239164077545678113,CONSTRUCTION,critical,33.14927,-96.83285,33.14813,-96.83271
739,1368953392428555310,ROAD_CLOSURE,critical,32.759603,-97.415696,32.754272,-97.415556
740,3799375838016905757,CONSTRUCTION,minor,29.69413,-96.89747,29.6916,-96.64515
741,2481587988591710310,ROAD_CLOSURE,critical,33.89773,-98.49225,33.90921,-98.50155
742,1517645069404401642,CONSTRUCTION,minor,32.70872,-96.83057,32.65703,-96.87492
743,1778933830681830493,CONSTRUCTION,minor,28.44124,-99.22442,28.46438,-98.8138
744,1660730249167473307,CONSTRUCTION,critical,29.78285,-95.98374,29.77941,-95.987
745,4058742040764977239,ROAD_CLOSURE,critical,34.8041,-93.97685,34.80914,-94.00093
746,3683428022765491708,CONSTRUCTION,critical,30.198235,-93.209739,30.19637,-93.20971
747,1732821527444302609,CONSTRUCTION,minor,33.072026,-96.824513,33.219113,-96.820112
748,2574544353188247214,CONSTRUCTION,minor,32.98684,-96.80345,32.92504,-96.80366
749,2702736905429975121,CONSTRUCTION,critical,32.81126,-97.22467,32.81129,-97.22834
750,4338960886380484732,ROAD_CLOSURE,critical,32.92406,-97.33143,32.92419,-97.33858
751,4360871728264657783,CONSTRUCTION,minor,32.08752,-98.43035,32.20475,-98.66059
752,4217180617815962631,CONSTRUCTION,minor,31.86777,-97.37055,31.93706,-97.31779
753,3428166314947562242,CONGESTION,minor,29.96541,-97.87556,29.9761,-97.87411
754,442973658301160297,CONGESTION,minor,32.85113,-96.56788,32.85325,-96.56263
755,1115825604815717351,CONSTRUCTION,minor,32.32809,-95.13657,32.27583,-94.98532
756,940845934415863731,CONSTRUCTION,critical,29.77941,-95.987,29.78285,-95.98374
757,1482828104913170162,ROAD_CLOSURE,critical,32.52722,-92.51431,32.52565,-92.50734
758,1264613511689519126,CONSTRUCTION,minor,32.9585,-97.30981,32.96345,-97.2983
759,3647504080989646671,CONSTRUCTION,minor,29.08043,-97.65713,29.15589,-97.81802
760,429493648213176175,CONSTRUCTION,minor,29.9316,-94.26887,29.88095,-94.33099
761,4154557043921154503,CONSTRUCTION,minor,28.83769,-98.18401,28.792098,-98.139682
762,1986113931540239531,ROAD_CLOSURE,critical,29.66554,-95.41309,29.66325,-95.4209
763,1875770872260965758,CONSTRUCTION,minor,28.45465,-99.26733,28.53209,-99.39856
764,998466971878743016,CONGESTION,minor,32.67418,-97.32057,32.67105,-97.32058
765,4310374694641382257,CONSTRUCTION,minor,29.021974,-98.16923,28.938316,-98.142258
766,1730864881551361910,ROAD_CLOSURE,critical,32.82968,-97.21778,32.82924,-97.21644
767,1761462617985296754,CONGESTION,minor,29.8041,-94.98588,29.80378,-94.9879
768,3196587458328139118,CONSTRUCTION,minor,32.50634,-94.74847,32.50809,-94.74842
769,523102590401432699,CONSTRUCTION,minor,29.76123,-93.62792,29.76121,-93.6264
770,3706468405453876880,CONGESTION,minor,32.75985,-97.17819,32.75993,-97.17262
771,3858924735463442203,CONSTRUCTION,minor,32.53762,-93.63784,32.53867,-93.63365
772,3585758549698791418,CONSTRUCTION,minor,28.886,-97.70383,28.87709,-97.67092
773,3147951239548379794,CONSTRUCTION,minor,30.88188,-92.41192,31.00682,-92.37803
774,737931956981525786,CONSTRUCTION,minor,32.83863,-96.69627,32.83994,-96.69466
775,2512428239118508955,CONSTRUCTION,critical,30.0355,-94.14981,30.03681,-94.14694
776,2793011327458732320,OTHER NEWS,minor,29.43199,-98.63883,29.43199,-98.63883
777,1258060691282925483,CONSTRUCTION,minor,30.4494,-96.3744,30.34619,-96.52896
778,1926424525061139138,CONSTRUCTION,critical,32.79512,-96.77167,32.79669,-96.77352
779,3238855316637268388,CONSTRUCTION,minor,32.4982,-94.79344,32.48488,-94.85065
780,2789722091463394934,MISCELLANEOUS,critical,32.8435,-93.35453,32.84397,-93.35332
781,481361241107039611,CONSTRUCTION,minor,30.23698,-93.25482,30.24565,-93.18162
782,4406956904327399833,ACCIDENT,minor,35.47621,-97.52126,35.47621,-97.52126
783,3940044107601749324,CONGESTION,minor,34.74837,-92.38211,34.74839,-92.38247
784,1783742272810003725,CONSTRUCTION,minor,29.89138,-96.48836,29.83797,-96.25289
785,426094683389943174,CONSTRUCTION,minor,29.51522,-97.463,29.51519,-97.46338
786,3840784550506953716,CONSTRUCTION,minor,32.47458,-99.72749,32.4772,-99.6996
787,492693509327712199,CONSTRUCTION,minor,33.38166,-94.49963,33.38681,-94.49736
788,2055839892353566595,CONSTRUCTION,critical,32.35613,-92.96575,32.35551,-92.96287
789,1118012088557466647,CONSTRUCTION,minor,33.05727,-94.59625,32.99942,-94.44137
790,582035081533508479,CONSTRUCTION,minor,32.4875,-94.35947,32.49477,-94.35808
791,3662226443897106889,CONSTRUCTION,critical,28.78195,-95.62471,28.81092,-95.64453
792,1255128467835050312,CONSTRUCTION,minor,33.47703,-94.63343,33.364008,-94.596626
793,2502900296300708947,CONGESTION,minor,29.83151,-95.33453,29.83883,-95.33324
794,3520219451284971367,CONSTRUCTION,critical,34.74618,-92.26297,34.74606,-92.26127
795,1678382169906562353,CONGESTION,minor,29.79274,-95.45188,29.79209,-95.45204
796,1165002652806333173,ROAD_CLOSURE,critical,29.74508,-98.0568,29.74612,-98.05701
797,450502311131982438,OTHER NEWS,critical,29.78273,-95.45792,29.78273,-95.45792
798,4584117774335434920,CONGESTION,minor,32.80554,-96.81738,32.80047,-96.81619
799,1362853152284238486,CONSTRUCTION,minor,29.4862,-98.72386,29.48579,-98.71462
800,530935002498631454,CONGESTION,minor,35.33778,-94.38932,35.3351,-94.39349
801,1841451417964411164,LANE_RESTRICTION,major,29.96959,-98.47608,29.9663,-98.43306
802,2870890608304184830,CONSTRUCTION,critical,32.81129,-97.22834,32.81126,-97.22467
803,1362354120554069349,CONSTRUCTION,minor,29.69356,-96.56397,29.69775,-96.53002
804,2641352410574589793,CONSTRUCTION,minor,30.59189,-95.13183,30.49911,-95.01226
805,4328803404788466421,ROAD_CLOSURE,critical,35.11671,-97.88183,35.11557,-97.89686
806,2895821784004333548,CONSTRUCTION,minor,32.97144,-97.3093,32.96779,-97.31013
807,4332220712275517225,CONSTRUCTION,minor,32.52478,-97.34414,32.5482,-97.32406
808,2245846926198030908,ROAD_CLOSURE,critical,32.79587,-96.78661,32.79615,-96.7869
809,3636767985938193778,CONSTRUCTION,minor,28.93388,-99.78093,28.96343,-99.61176
810,3101745890235107844,CONSTRUCTION,minor,33.637574,-96.616544,33.639012,-96.616316
811,2205211712499801378,CONSTRUCTION,minor,31.39573,-95.40479,31.47615,-95.37841
812,3090477136017941499,MISCELLANEOUS,minor,33.0707,-96.79169,33.07706,-96.79263
813,606382931678767530,ROAD_CLOSURE,critical,28.56933,-98.79046,28.56932,-98.74222
814,3724376919819422780,CONSTRUCTION,critical,33.04329,-96.75319,33.0533,-96.75053
815,2991776678975168245,CONSTRUCTION,critical,32.78617,-96.79138,32.78623,-96.79197
816,4180942695320343561,CONGESTION,minor,30.19886,-97.76396,30.19635,-97.76599
817,1804486557626155823,CONGESTION,minor,35.52489,-97.57687,35.52744,-97.57799
818,3997208556580844254,CONSTRUCTION,minor,28.91016,-97.66389,28.97734,-97.52564
819,3723097656860889850,CONSTRUCTION,minor,29.69261,-98.11048,29.69111,-98.10971
820,3442263977714049916,CONGESTION,minor,30.22756,-97.77347,30.22598,-97.76865
821,2334138572171345382,CONSTRUCTION,minor,31.336185,-94.709282,31.299009,-94.658185
822,2392704072759177582,ROAD_CLOSURE,critical,29.37986,-95.00904,29.38102,-95.01091
823,3480726483034038068,CONGESTION,minor,29.47183,-98.40458,29.46912,-98.40429
824,3327877077860586670,CONGESTION,minor,29.79998,-95.02035,29.7995,-95.02675
825,741181025530852233,CONSTRUCTION,minor,30.91897,-99.7858,30.91935,-99.78566
826,2325776110709063197,CONSTRUCTION,minor,32.16525,-100.21975,32.22998,-100.26168
827,2015712263267564447,CONSTRUCTION,minor,29.88529,-97.7134,29.92546,-97.67583
828,2075496232725376018,CONSTRUCTION,minor,28.45357,-99.23568,28.64417,-99.17817
829,1570365923792374174,CONSTRUCTION,minor,32.20432,-95.85369,32.19265,-95.81975
830,3661242155544353400,CONSTRUCTION,minor,31.75021,-94.23038,31.73558,-94.2514
831,428593676386799960,CONGESTION,minor,31.54184,-97.12743,31.54478,-97.12616
832,872268322035323730,CONGESTION,minor,32.42363,-96.85526,32.42118,-96.84588
833,1620782036560118901,CONSTRUCTION,minor,35.43522,-97.63633,35.43522,-97.65405
834,1917267966344607822,CONSTRUCTION,minor,33.072026,-96.824513,33.219113,-96.820112
835,3103268853786296635,CONSTRUCTION,minor,34.74491,-92.31663,34.75035,-92.31639
836,2582875859718472231,CONGESTION,minor,29.4604,-98.3106,29.46293,-98.30099
837,1057965865786584848,CONSTRUCTION,minor,33.33958,-95.10148,33.30351,-95.08815
838,656619842963118735,CONSTRUCTION,minor,31.00682,-92.37803,30.88188,-92.41192
839,1481909211620158300,ROAD_CLOSURE,critical,32.6514,-93.69249,32.63548,-93.71369
840,280570111328501363,CONSTRUCTION,minor,33.22302,-96.97638,33.22395,-96.97643
841,3273319002713724720,ROAD_CLOSURE,critical,35.79852,-95.15035,35.80508,-95.14498
842,3577928883459508739,ROAD_CLOSURE,critical,32.83076,-97.21734,32.82902,-97.21958
843,2519086112130578625,CONGESTION,minor,35.46859,-97.57932,35.46364,-97.57746
844,2444772816866589560,CONSTRUCTION,minor,28.47823,-96.86325,28.29721,-96.94623
845,4398814868647017775,ROAD_CLOSURE,critical,33.657,-95.36892,33.65721,-95.38115
846,1954793930309452673,CONGESTION,minor,29.58581,-97.99133,29.58269,-97.99591
847,3231048364410904799,CONGESTION,minor,32.86925,-96.8981,32.86834,-96.89758
848,2570849243335927562,CONGESTION,minor,29.94111,-93.98693,29.94344,-93.99021
849,3194951349008278862,CONSTRUCTION,minor,31.17998,-94.77617,31.18004,-94.77791
850,1512849040271194103,CONSTRUCTION,minor,33.03457,-100.3994,33.03598,-100.39657
851,887741718854290467,CONSTRUCTION,minor,32.53891,-93.63377,32.53783,-93.63812
852,1410120612632568653,CONSTRUCTION,minor,32.75551,-98.90257,32.76883,-98.90273
853,1070707888906826644,CONSTRUCTION,minor,29.59167,-98.59062,29.60975,-98.48192
854,4225353734694757786,ROAD_CLOSURE,critical,32.79601,-96.78646,32.796796,-96.78739
855,125928999955405559,CONSTRUCTION,minor,35.18921,-97.33546,35.1895,-97.28286
856,2130288415777725619,CONSTRUCTION,minor,29.98083,-98.65573,29.98354,-98.60435
857,3623998990659039075,CONSTRUCTION,minor,35.4497,-97.43255,35.44968,-97.43084
858,4360034210456909613,CONSTRUCTION,minor,31.35166,-92.34224,31.35272,-92.33785
859,3870607118387968120,CONGESTION,minor,29.80026,-95.01064,29.8,-95.01969
860,631159780366352157,CONGESTION,minor,29.51946,-98.39822,29.52217,-98.3939
861,4036490329008102853,CONSTRUCTION,minor,35.65274,-97.45157,35.65273,-97.46565
862,2762777928856921290,CONSTRUCTION,minor,28.42182,-99.81428,28.44675,-99.77471
863,2138379742308528448,ROAD_CLOSURE,critical,29.66325,-95.42091,29.66554,-95.41309
864,2730489892362080914,CONSTRUCTION,minor,30.17304,-93.12882,30.17666,-93.12883
865,2849585059705082233,CONSTRUCTION,minor,34.78379,-92.39128,34.80767,-92.36124
866,1327990832962732821,ROAD_CLOSURE,critical,29.43418,-98.48251,29.43346,-98.48169
867,3130353368508961997,CONSTRUCTION,minor,31.5644,-95.49268,31.39647,-95.47601
868,1897566569029750485,CONSTRUCTION,critical,33.14813,-96.83271,33.14927,-96.83285
869,4509091208958233469,CONGESTION,minor,31.09135,-97.38505,31.08936,-97.39145
870,1995585211958231999,CONSTRUCTION,minor,29.90002,-100.01314,29.90151,-100.01061
871,1007115599860568732,CONSTRUCTION,minor,30.10336,-93.35064,30.10328,-93.3592
872,3717033171949912558,CONSTRUCTION,minor,31.33972,-92.42409,31.34006,-92.42381
873,4051077116638103722,CONSTRUCTION,minor,30.74181,-95.55827,30.73684,-95.57564
874,2577039774496582642,ROAD_CLOSURE,critical,33.282903,-96.626078,33.28337,-96.626023
875,1593371102470149750,CONSTRUCTION,minor,33.05669,-98.89551,33.18298,-98.89191
876,3978021372377006867,CONGESTION,minor,32.78018,-97.32054,32.77958,-97.32045
877,4046972732216894588,CONSTRUCTION,minor,30.02435,-97.70357,29.9636,-97.77794
878,937035579377542170,CONGESTION,minor,30.3124,-97.70881,30.31129,-97.70937
879,306541261951705531,CONSTRUCTION,minor,30.3685,-94.31711,30.33859,-94.3473
880,4669705995902735783,CONSTRUCTION,minor,33.76886,-97.06529,33.68139,-97.07244
881,684382317219396520,CONSTRUCTION,minor,32.679,-94.1831,32.66986,-94.18229
882,4567659277086584825,CONSTRUCTION,critical,32.78641,-96.79201,32.78389,-96.79173
883,4410725430126289040,CONSTRUCTION,minor,32.22726,-95.2206,32.22667,-95.2206
884,1050557695052793185,CONSTRUCTION,minor,32.24932,-96.0387,32.2195,-96.02969
885,2801671071160662410,CONSTRUCTION,minor,33.59886,-99.67039,33.61128,-99.63302
886,2545685002638412422,CONSTRUCTION,minor,32.84106,-94.95174,32.75778,-94.94024
887,3370399855750335218,CONSTRUCTION,critical,35.53669,-97.38867,35.50767,-97.38864
888,2465812168343761061,CONSTRUCTION,critical,32.79712,-96.80834,32.798207,-96.809646
889,1106348827959894055,CONSTRUCTION,minor,28.97718,-96.64908,28.98283,-96.65736
890,1410243302602797710,CONSTRUCTION,minor,32.52921,-94.28058,32.49273,-94.16206
891,2467349762119810723,CONSTRUCTION,minor,30.23924,-93.25766,30.23983,-93.25766
892,2927808046362318949,CONGESTION,minor,30.01662,-97.85815,30.01825,-97.85697
893,550983860887598088,CONGESTION,minor,35.46082,-97.56702,35.46082,-97.57061
894,615450946426976643,CONSTRUCTION,critical,32.75968,-97.10566,32.75964,-97.08569
895,521793788511706249,CONSTRUCTION,minor,35.65864,-97.46044,35.64548,-97.46047
896,4205759560813596139,CONGESTION,minor,30.23968,-97.73754,30.24341,-97.73534
897,3930393075774333557,CONSTRUCTION,minor,29.72907,-98.12572,29.72911,-98.1255
898,2988173867914821779,ACCIDENT,minor,30.92389,-94.82568,30.91875,-94.82586
899,1598395026686731380,ROAD_CLOSURE,critical,30.06642,-95.43489,30.05273,-95.43232
900,1524430949394916580,MISCELLANEOUS,critical,31.52593,-92.6707,31.52542,-92.66938
901,4350149054755575544,CONSTRUCTION,critical,34.75056,-92.31748,34.75004,-92.31641
902,1996571889317189518,CONGESTION,minor,32.69867,-96.62813,32.69598,-96.62974
903,3639901109473625489,CONSTRUCTION,minor,32.48089,-95.28937,32.4802,-95.29566
904,2949301016752567895,CONSTRUCTION,minor,34.48965,-100.34768,34.49673,-100.35615
905,179568171703285160,ROAD_CLOSURE,critical,32.22898,-100.47783,32.17209,-100.57226
906,845206454524360964,ROAD_CLOSURE,critical,32.70703,-97.36154,32.70704,-97.363045
907,4119970793950288822,CONSTRUCTION,minor,29.77108,-96.03577,29.77712,-95.92073
908,3417593079836416851,ROAD_CLOSURE,critical,32.75889,-97.34927,32.75925,-97.34931
909,2845820188521091328,ROAD_CLOSURE,critical,29.43008,-98.4865,29.4291,-98.48537
910,796088962149146845,CONSTRUCTION,minor,28.93212,-95.96008,28.94592,-95.96722
911,2609572055549805955,CONSTRUCTION,critical,32.39792,-92.33357,32.3862,-92.34513
912,3843688230439026834,CONSTRUCTION,minor,32.78209,-97.81334,33.0002,-97.86231
913,2083383123585817155,ROAD_CLOSURE,critical,31.5932,-96.6182,31.59145,-96.61697
914,2143906268213202069,ROAD_CLOSURE,critical,30.32906,-95.09946,30.31972,-95.10283
915,3465095903561803463,CONSTRUCTION,minor,35.43277,-97.57004,35.45649,-97.57334
916,2390974834321999528,CONGESTION,minor,29.45306,-95.0801,29.45352,-95.08048
917,2006249767814613915,ROAD_CLOSURE,critical,31.11651,-94.86197,31.11486,-94.86153
918,1984889197090802840,CONSTRUCTION,critical,32.76427,-96.77604,32.76516,-96.77708
919,2400027001450783950,ROAD HAZARD,minor,32.474281,-98.625449,32.474281,-98.625449
920,1582276089511944514,CONGESTION,minor,33.01258,-96.83554,33.01229,-96.83196
921,2186013259795715049,CONSTRUCTION,minor,29.99818,-92.2855,29.94749,-92.2833
922,3519565528048622234,ROAD_CLOSURE,critical,32.468,-95.38963,32.46803,-95.39037
923,4608524411023999479,CONSTRUCTION,minor,32.91494,-97.31791,32.9087,-97.31772
924,3388664782090166254,CONSTRUCTION,minor,29.6979,-96.53017,29.69377,-96.56395
925,556614701692508553,CONGESTION,minor,30.09387,-95.4356,30.09307,-95.43557
926,1250083524685904126,CONSTRUCTION,minor,32.70691,-95.48176,32.77683,-95.45769
927,1587431972804003484,CONSTRUCTION,minor,29.78024,-95.45413,29.78068,-95.45371
928,2933871230041509298,CONGESTION,minor,33.47676,-94.2707,33.47578,-94.28126
