,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DATE_TIME_CST,LATITUDE,LONGITUDE,WEATHER_ID,WEATHER_DESCRIPTION,WEATHER_ICON,TEMPERATURE,HUMIDITY_PERCENT,VISIBILITY_METERS,WIND_SPEED_MPH,DANGER_LEVELS,icon_data
228,228,228,228,04-24-2022 19:41:50,32.9484,-96.707,201,thunderstorm with rain,11d,66.43,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
229,229,229,229,04-24-2022 19:41:51,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
230,230,230,230,04-24-2022 19:41:52,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
231,231,231,231,04-24-2022 19:41:56,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
232,232,232,232,04-24-2022 19:41:57,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
233,233,233,233,04-24-2022 19:41:59,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
234,234,234,234,04-24-2022 19:42:01,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
235,235,235,235,04-24-2022 19:42:02,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
236,236,236,236,04-24-2022 19:42:03,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
237,237,237,237,04-24-2022 19:42:05,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
238,238,238,238,04-24-2022 19:42:08,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
239,239,239,239,04-24-2022 19:42:10,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
240,240,240,240,04-24-2022 19:42:11,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
241,241,241,241,04-24-2022 19:42:14,32.95,-96.682,201,thunderstorm with rain,11d,66.6,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
242,242,242,242,04-24-2022 19:42:28,32.945,-96.761,201,thunderstorm with rain,11d,66.36,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
243,243,243,243,04-24-2022 19:42:36,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
244,244,244,244,04-24-2022 19:42:37,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
245,245,245,245,04-24-2022 19:42:41,32.9484,-96.707,201,thunderstorm with rain,11d,66.43,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
246,246,246,246,04-24-2022 19:42:48,32.9484,-96.707,201,thunderstorm with rain,11d,66.43,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
247,247,247,247,04-24-2022 19:42:50,32.9529,-96.765,201,thunderstorm with rain,11d,66.11,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
248,248,248,248,04-24-2022 19:42:51,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
249,249,249,249,04-24-2022 19:42:53,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
250,250,250,250,04-24-2022 19:42:54,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
251,251,251,251,04-24-2022 19:43:02,32.9529,-96.765,201,thunderstorm with rain,11d,66.11,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
252,252,252,252,04-24-2022 19:43:03,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
253,253,253,253,04-24-2022 19:43:04,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
254,254,254,254,04-24-2022 19:43:05,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
255,255,255,255,04-24-2022 19:43:07,32.9451,-96.739,501,moderate rain,10d,66.4,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/10d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
256,256,256,256,04-24-2022 19:43:15,32.9467,-96.695,201,thunderstorm with rain,11d,66.54,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
257,257,257,257,04-24-2022 19:43:17,32.9551,-96.682,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
258,258,258,258,04-24-2022 19:43:18,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
259,259,259,259,04-24-2022 19:43:19,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
260,260,260,260,04-24-2022 19:43:23,32.9556,-96.691,201,thunderstorm with rain,11d,66.56,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
261,261,261,261,04-24-2022 19:43:24,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
262,262,262,262,04-24-2022 19:43:26,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
263,263,263,263,04-24-2022 19:43:27,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
264,264,264,264,04-24-2022 19:43:28,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
265,265,265,265,04-24-2022 19:43:30,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
266,266,266,266,04-24-2022 19:43:31,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
267,267,267,267,04-24-2022 19:43:32,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
268,268,268,268,04-24-2022 19:43:33,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
269,269,269,269,04-24-2022 19:43:34,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
270,270,270,270,04-24-2022 19:43:36,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
271,271,271,271,04-24-2022 19:43:37,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
272,272,272,272,04-24-2022 19:43:38,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
273,273,273,273,04-24-2022 19:43:39,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
274,274,274,274,04-24-2022 19:43:41,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
275,275,275,275,04-24-2022 19:43:42,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
276,276,276,276,04-24-2022 19:43:43,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
277,277,277,277,04-24-2022 19:43:44,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
278,278,278,278,04-24-2022 19:43:46,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
279,279,279,279,04-24-2022 19:43:47,32.9559,-96.752,201,thunderstorm with rain,11d,66.24,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
280,280,280,280,04-24-2022 19:43:48,32.9576,-96.709,201,thunderstorm with rain,11d,66.34,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
281,281,281,281,04-24-2022 19:43:49,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
282,282,282,282,04-24-2022 19:43:51,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
283,283,283,283,04-24-2022 19:43:52,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
284,284,284,284,04-24-2022 19:43:53,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
285,285,285,285,04-24-2022 19:43:54,32.9552,-96.732,201,thunderstorm with rain,11d,66.31,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
286,286,286,286,04-24-2022 19:43:56,32.9581,-96.696,201,thunderstorm with rain,11d,66.51,87,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
287,287,287,287,04-24-2022 19:43:57,32.9566,-96.765,201,thunderstorm with rain,11d,66.06,88,4828,16.11,MODERATE,"{'url': 'http://openweathermap.org/img/wn/11d@2x.png', 'width': 100, 'height': 100, 'anchorY': 100}"
